序号,股票代码,股票简称,最新价,涨跌幅(%),PE(TTM),PE(静),市净率,PEG值,市销率,市现率,所属行业,收益,ROE,同比,净资产,总股本,净利率,总营收,流通股,负债率,净利润,PE(动),总值,毛利率,流值,每股未分配利润
1,000001,平安银行,13.03,-0.837138508371,5.76514168,6.95891441,0.71139746,0.220969601482,1.40120756,9.88001071,银行,1.889062894,10.15,25.824609576111,18.316062,19405918198.0,26.5135789969,138265000000.0,19405546950.0,91.8118746912,36659000000.0,5.24,256352179395.58002,0.0,256347275209.50003,9.464844596682
2,000002,万科A,18.16,-2.260495156082,9.22908467,9.37725852,0.87601656,-0.343425817984,0.40697436,-164.72304087,房地产开发,1.465982955,7.12,2.166876128244,20.7302017,11630709471.0,8.0683313945,337673241644.89,9717360740.0,77.8476951452,17050421834.82,9.34,212376754940.46002,19.6293067753,177439007112.40002,8.466572422555
3,000004,ST国华,9.56,0.104712041885,-2.1180899,-2.4946155,1.42555728,-0.000191751507,6.1366614,68.77834275,软件开发,-0.427297693,-6.17,-268.261233270537,6.7061493,132848008.0,-68.5912378662,84225020.29,116328474.0,15.4579379508,-56765647.34,-16.8,1271355436.56,48.0997503123,1113263496.18,-3.666504987188
4,000005,ST星源,1.85,-0.537634408602,-43.37799968,14.08471758,1.41569128,0.380309248445,7.36570887,5.66988086,环保行业,0.009514171,0.73,-94.815463636624,1.3067821,1058536842.0,4.2616837238,174269707.97,1057946242.0,37.2070204391,10071101.03,147.41,1979463894.5400002,13.1464448508,1978359472.5400002,-0.360673853457
5,000006,深振业A,6.13,-9.985315712188,45.78392619,15.27712775,1.07707039,-2.073325862745,3.63726115,7.67903828,房地产开发,0.148951205,2.61,-64.221501434568,5.6913643,1349995046.0,14.489796769,1488893110.58,1349995046.0,68.7053948985,201083388.86,32.02,8585968492.56,40.0348943362,8585968492.56,2.769164424423
6,000007,全新好,7.78,-0.765306122449,80.82262735,67.43375986,29.1766049,-1.216215609327,10.03459614,46.40070119,房地产服务,-0.025785628,-9.22,-286.398724434149,0.266652,346448044.0,-5.9894734561,193908164.8,308948044.0,76.2970774854,-8933380.24,-224.54,2674578899.68,14.1555500297,2385078899.68,-1.0378088242
7,000008,神州高铁,2.29,-0.865800865801,-4.32918667,-4.56696051,1.26540687,0.041732296379,3.0050556,7.18456423,交运设备,-0.062982016,-3.34,-77.705036657671,1.8096946,2780795346.0,-18.125414564299998,947116269.21,2694491711.0,56.6739566613,-175140095.63,-27.51,6423637249.26,38.1766130173,6224275852.41,-0.130637457597
8,000009,中国宝安,11.98,-0.580912863071,43.00090076,29.83681971,3.5924701,0.759103282141,1.10722402,-72.94041309,综合行业,0.223143947,6.9,-35.519169036418,3.3347529,2579213965.0,6.934222601999999,22507166227.9,2551430324.0,63.6622073631,575535984.92,40.43,31027943998.949997,20.8248335289,30693706797.719997,1.641044728614
9,000010,美丽生态,3.62,-3.723404255319,-3194.01945676,163.37103683,3.09357894,117.439079719563,3.04218708,-7.55661138,工程建设,-0.002844412,-0.43,-113.911075299459,1.1701657,1058692292.0,-0.9664930437999999,559391155.94,522171273.0,64.3866587242,-3011357.42,-983.51,3948922249.16,14.636557148,1947698848.29,-1.696950028319
10,000011,深物业A,11.47,-4.892205638474,9.97803458,6.80885012,1.58040545,0.533558180226,1.63551434,-5.09331367,房地产开发,0.764700018,10.35,-41.165484813124,7.2576313,595979092.0,14.137660104800002,3140295994.52,526475543.0,70.7921877671,455745222.66,11.33,6883558512.6,49.9512455835,6080792521.650001,6.088109151386
11,000012,南玻A,6.66,-1.479289940828,12.24579892,13.37240409,1.63940357,0.12999184755,1.44162222,7.088166,玻璃玻纤,0.537510111,13.81,9.318743193397,4.062453,3070692107.0,15.3541012736,10803775346.0,1956774751.0,47.7165716799,1650528056.0,9.32,20512223274.76,28.7885888904,13071255336.68,2.438205066191
12,000014,沙河股份,10.14,-4.878048780488,9.75505364,69.28584746,2.22515983,-0.015756719065,2.48351638,62.49946064,房地产开发,0.764391791,18.21,693.844427144575,4.556976,242046224.0,49.729531972000004,370864513.01,242046224.0,57.1759023947,185018146.68,10.04,2476132871.52,35.8357980928,2476132871.52,2.556164500546
13,000016,深康佳A,4.5,-1.531728665208,9.28257478,11.96854085,1.17126876,-0.030239082058,0.25752947,4.96280205,家电行业,0.056309717,1.48,207.28952830313,3.8419876,2407945408.0,0.054167693100000004,24596016642.07,1596567800.0,73.6902478439,135590724.52,60.07,10859833790.08,2.5242078904,7200520778.0,2.177911602828
14,000017,深中华A,4.71,3.74449339207,-1195.09140436,-1633.90183009,320.42924511,-1.830172901441,14.04210962,515.19546555,交运设备,0.001758329,12.72,-37.576631178268,0.4337842,689184933.0,1.4636600657999999,149163326.31,302981008.0,74.2644061916,1211813.81,2051.66,3314979527.7299995,7.4126690679,1457338648.4799998,-1.743690354139
15,000019,深粮控股,7.38,-2.251655629139,18.89480867,19.83976882,1.82504516,2.958396882381,0.95033488,7.9469869,贸易行业,0.276251413,6.87,7.220442924574,4.0437356,1152535254.0,5.0070293777,6365018079.81,416184832.0,38.7967799946,318389492.98,20.23,8586387642.3,12.5584110345,3100576998.4,1.59890760335
16,000020,深华发A,8.86,-1.664816870144,329.51512187,348.35359663,7.12779522,84.846357531725,3.69093605,27.94817383,光学光电子,0.030105628,2.45,5.0749935878,1.2430211,283161227.0,1.6468391039,517642945.8,181165391.0,42.6414191001,8524746.45,220.97,2511640083.49,11.6720379849,1606937018.1699998,-0.547939446491
17,000021,深科技,10.65,-0.467289719626,19.93094945,21.4345926,1.61338046,-2.501621380605,1.02388077,9.38590541,消费电子,0.368689561,5.67,11.317594803274,6.6010468,1560587588.0,4.8367483204,12012026889.69,1559998402.0,58.1571946206,575372352.42,21.83,16745104819.24,11.2449561456,16738782853.460001,3.17393465713
18,000023,深天地A,12.78,3.147699757869,-13.11538763,-33.43695954,5.5992113,0.006459158581,2.72603446,20.97896208,水泥建材,-0.66923031,-25.43,-768.970394061349,2.2824643,138756240.0,-34.1052179482,292285284.15,138752021.0,75.2159372138,-92859881.49,-15.01,1857946053.6000001,-11.4166522776,1857889561.19,0.189906676485
19,000025,特力A,17.04,-1.50289017341,59.64344586,56.06160067,4.94875032,0.314938950472,9.24453988,-136.32909462,汽车服务,0.144104864,4.25,-11.24276898559,3.4432935,431058320.0,9.108226027,672218538.92,392778320.0,20.9374509018,62117600.47,89.26,7392650187.999999,13.8730456794,6736148187.999999,1.380740201395
20,000026,飞亚达,10.19,-2.394636015326,15.47151196,10.97263255,1.37753252,0.528151142123,0.93646177,7.34210209,珠宝首饰,0.550253806,7.53,-32.920260102608,7.3972845,417627960.0,6.787943563100001,3385434370.84,359463953.0,24.6127314469,229801374.46,14.04,4301567988.0,36.8394026531,3702478715.9,3.454813133584
21,000027,深圳能源,6.11,0.328407224959,30.70227353,13.65629049,1.03094224,-0.811783742595,0.78720247,4.1368299,电力行业,0.373253359,4.96,-39.958423280243,5.9266172,4757389916.0,7.6184860938000005,26787664020.8,4757389916.0,62.3073446943,1775711766.59,12.28,29067652386.760002,17.61831088,29067652386.760002,2.827657640741
22,000028,国药一致,33.63,2.56175663312,10.99147118,10.7734297,0.91613881,-2.603917173749,0.19786982,6.27931704,医药商业,2.447040606,6.84,-2.468094071891,36.708411,428126983.0,2.2336522671999997,54616766496.72,367733625.0,60.0794190842,1047644112.13,10.09,14093940280.36,11.4871452584,12105790935.0,24.945494254306
23,000029,深深房A,13.64,-2.011494252874,75.64540426,62.4853875,3.47804687,-3.652205736675,15.67216575,-24.9770563,房地产开发,0.123678866,3.17,-23.49204799228,3.9217413,1011660000.0,23.1186036748,526354062.13,891660000.0,24.7756675115,125120961.59,82.96,13839508800.0,30.3738726824,12197908800.0,1.698857538926
24,000030,富奥股份,4.37,-1.131221719457,16.19866044,9.40304567,1.09026788,-2.467016322824,0.62152545,6.36879631,汽车零部件,0.160908747,3.94,-54.785214338645,4.0081892,1810552111.0,2.7340750143,9253887891.54,1761118487.0,45.8798212094,291333671.56,20.46,7948323767.289999,7.5350749351,7731310157.929999,2.490751057979
25,000031,大悦城,3.75,-3.350515463918,-17.50021674,149.50839604,0.87431517,0.038925547161,0.35448535,6.0792136,房地产开发,0.021148577,0.49,-91.881975592603,4.2890712,4286313339.0,4.5762318645,24857978647.65,4002887169.0,76.1182350637,90649428.52,134.05,16202264421.42,27.8484507946,15130913498.82,1.067561724096
26,000032,深桑达A,20.15,0.75,-120.85541289,63.30165113,4.2961629,-0.138993585395,0.47850147,25.23959344,通信设备,-0.480578957,-9.61,-10860.0437237155,4.6902318,1137959234.0,0.0333095074,33141670479.36,644763811.0,80.5713080877,-546879262.07,-31.51,22975396934.460003,10.4665292615,13017781344.09,0.637672351231
27,000034,神州数码,21.86,1.911421911422,16.79282407,61.37039523,2.07726217,-0.31499508323,0.12088577,17.36544295,计算机设备,1.018810516,10.11,1290.64325490116,10.6745174,668429420.0,0.8328161707999999,84499058554.25,548219252.0,79.8147634283,681002922.16,16.31,14805711653.0,3.9592262604,12143056431.8,3.626436603568
28,000035,中国天楹,5.06,-1.364522417154,40.49698239,17.51794227,1.23715197,3.353436840205,1.78752472,32.97819816,环保行业,0.049826391,1.18,-76.686737605682,4.0900392,2523777297.0,3.3717351059,3866664820.83,2453345376.0,58.9511804752,125750715.53,76.47,12820788668.76,19.0042891629,12462994510.08,1.165212724425
29,000036,华联控股,4.04,-1.703163017032,18.78928926,14.75478141,1.21318377,-0.314009274729,3.84718144,30.33235197,房地产开发,0.048611081,1.44,-54.740186806374,3.3300808,1483934025.0,17.718612534200002,502089315.11,1479675252.0,33.3923125751,72135637.26,62.95,6054450822.0,50.697705442,6037075028.16,1.828646792326
30,000037,深南电A,7.8,-3.105590062112,-8.73954158,-10.69874167,3.19243923,0.002735664348,6.7738787,51.91265267,电力行业,-0.236543657,-9.23,-223.562431895757,2.4432728,602762596.0,-30.5299688566,526047208.84,338895156.0,50.2851228554,-142579668.91,-25.21,4791962638.2,-19.9441215345,2694216490.2000003,0.293268945474
31,000038,*ST大通,4.14,0.975609756098,-13.30096521,-3.43388429,0.91187034,0.008284421133,1.04099649,-25.47248162,文化传媒,0.254088629,5.76,139.683519389744,4.5401192,522777419.0,7.0505398009,1698912190.3,250597406.0,14.4522047191,132831797.48,12.4,2195665159.8,10.4519454516,1052509105.2,-4.902089681211
32,000039,中集集团,6.93,-1.5625,37.98804177,5.60665496,0.82090625,3.117096535508,0.24174234,2.75717079,通用设备,0.5781343,6.77,-64.569450661874,8.4418896,5392520385.0,3.8429545415,109133089000.0,2301407142.0,60.6429724137,3117601000.0,9.04,37585867083.45,15.5382534806,16040807779.74,5.975800126716
33,000040,东旭蓝天,3.64,-2.150537634409,-9.35491825,-9.1689682,0.47400038,-0.376092137719,1.42548602,16.74746302,电力行业,-0.112679441,-1.46,6.544794731432,7.6793187,1486873870.0,-6.1290821931,2735953368.16,1060340670.0,57.0561839709,-167540115.94,-24.29,5427089625.5,16.7214311159,3870243445.5,-0.649290134677
34,000042,中洲控股,7.93,-2.937576499388,32.42522223,25.60159152,0.63410641,-3.02929670708,0.60359291,5.86452934,房地产开发,0.434940979,3.53,-13.033483951192,12.5057875,664831139.0,4.3050777583999995,6060490579.99,663969764.0,77.5260821073,289162306.68,13.59,5238869375.32,34.1772287093,5232081740.32,7.007497625002
35,000045,深纺织A,11.09,0,155.22970081,91.84284384,1.97224225,3.69512071301,2.0475057,31.36686626,光学光电子,0.111642717,2.0,-30.635133503518,5.6230415,506521849.0,4.293563520899999,2122038324.26,457021849.0,27.8093333945,56549475.58,74.5,5617327305.41,14.7427713936,5068372305.41,0.319768308494
36,000046,泛海控股,1.26,-2.325581395349,-0.55943103,-0.58174118,1.63289203,0.002009371915,0.67507564,2.03549527,多元金融,-0.431166821,-45.74,-25.051967982203,0.7716371,5196200656.0,-52.2125831717,8872845142.12,5193836456.0,89.1714264166,-2240429315.82,-2.17,6495250820.0,63.8053939054,6492295570.0,-2.203408176364
37,000048,京基智农,17.14,-0.11655011655,-265.81692015,23.03470153,4.97510529,13.353157838828,3.54901481,3.39814613,房地产开发,-0.089200649,-2.19,-112.399750445409,3.4451532,523239250.0,-1.3307801779,2185780864.03,523239250.0,88.8344084438,-46673280.7,-150.08,9339820612.5,10.0775148568,9339820612.5,1.882144812741
38,000049,德赛电池,44.1,-0.406504065041,14.53832427,16.63332819,3.45461482,0.783727317847,0.59045292,18.12024536,电池,2.023687684,16.68,23.273133971562,12.7655332,299386862.0,3.8880990933,15511967223.23,299281741.0,67.5284502317,605865505.49,16.18,13071230394.919998,9.7919440005,13066640812.06,10.820646223414
39,000050,深天马A,8.7,0.346020761246,15.31035684,13.86256035,0.70625141,3.563218737828,0.69672462,3.89771722,光学光电子,0.147115873,1.2,-28.744599518836,12.3185594,2457747661.0,1.4927617194,24213007954.27,2375776352.0,61.926787391,361573692.31,44.2,21308672220.87,13.6871844199,20597980971.84,0.6098411141
40,000055,方大集团,4.67,1.082251082251,19.34532304,22.5729602,0.88263236,-0.709693499236,1.34310945,22.88565456,装修装饰,0.19936743,3.82,20.938609960647,5.2909911,1073874227.0,8.2760076486,2616275080.38,675876179.0,54.0382018675,214095545.29,17.57,5014992640.09,22.6022508502,3156341755.93,4.175961188488
41,000056,皇庭国际,4.52,-1.739130434783,-3.46294302,-4.58716318,1.74593243,0.003516869644,7.56895541,14.74070352,房地产服务,-0.342060477,-13.21,-1442.84438527202,2.5888745,1174528720.0,-80.0938312601,499971936.19,903385876.0,72.8258777947,-401759853.87,-10.2,5461558548.0,68.5150519568,4200744323.4,0.272635461294
42,000058,深赛格,8.03,-3.717026378897,814.44492617,213.15158693,5.10111987,-3.099165929638,5.2317047,13.00139435,商业百货,0.015612725,0.98,-64.047492197372,1.5741641,1231200672.0,2.4465562688,1312587406.2,984683779.0,52.9161548215,19222397.31,380.94,9763421328.96,13.2055947872,7808542367.469999,0.295279666741
43,000059,华锦股份,6.78,-1.881331403763,11.68567614,12.13159376,0.75120065,0.075465293331,0.22035323,11.66643362,石油行业,0.32059463,3.52,7.126095830481,9.0255513,1599442537.0,1.5549022997000002,35537158439.14,1599442537.0,51.4181028862,512772687.71,15.86,10844220400.86,18.5591013896,10844220400.86,3.570001275613
44,000060,中金岭南,4.1,-0.726392251816,12.48598911,13.07851899,1.06862656,0.816373310101,0.2581446,10.29435039,有色金属,0.279788677,7.41,5.61579621355,3.8367005,3737543400.0,2.2652052246,46983953330.79,3737284650.0,51.5625155468,1045722324.44,10.96,15286552506.0,4.9607650214,15285494218.5,1.944352115949
45,000061,农产品,5.57,-0.357781753131,44.9386185,25.26014084,1.66671951,2.142135727775,2.44517082,7.88953982,贸易行业,0.075654818,2.26,-56.069164140647,3.341894,1696964131.0,7.3473475461,2871960364.96,1696936756.0,65.3331226274,128383513.19,55.81,9553908057.53,29.40772517,9553753936.28,0.502789472679
46,000062,深圳华强,12.08,-0.494233937397,14.49347203,14.3016875,1.85103561,0.344997948429,0.50316335,5.23643043,电子元件,0.666839422,10.83,-1.648468439972,6.5260765,1045909322.0,4.297230193,18717630169.77,1044547525.0,49.326256289,697453567.69,13.69,12728716448.74,10.5652988476,12712143379.25,4.346380137895
47,000063,中兴通讯,25.55,1.469420174742,15.5536357,17.76144467,2.111422,0.281881232631,0.981763,14.62264072,通信设备,1.439997675,12.52,16.523139697931,12.1008496,4736112508.0,7.228085934800001,92559013000.0,3979881731.0,67.7258190571,6819991000.0,13.41,121954897081.0,37.4258420409,102481954573.25,5.500280864527
48,000065,北方国际,8.1,-1.219512195122,12.87373465,13.0090345,1.06393195,-0.88627740418,0.55992156,3.43146595,工程建设,0.49789459,7.17,1.331806337835,7.6132688,1001707877.0,6.768403189199999,9192669081.56,905284291.0,61.7057346696,498744932.84,12.41,8254072906.4800005,12.927353849,7459542557.84,4.399376341382
49,000066,中国长城,10.2,0.990099009901,932.54835825,55.05658127,2.48469778,-52.322157868663,2.13497508,26.33059504,计算机设备,-0.142440966,-3.52,-546.730398680718,4.105127,3225799087.0,-4.2073938111,9491762820.44,3146793276.0,56.9935863839,-459485936.74,-53.76,32935408678.270004,22.3304397111,32128759347.960003,1.340509733138
50,000068,华控赛格,3.79,-2.820512820513,-41.04775948,-39.03469228,17.08504172,-1.36403851542,3.14443063,-129.01290502,环保行业,-0.039657505,-16.41,10.719807732074,0.2218315,1006671464.0,-4.273298995299999,851839779.3,1006671464.0,85.4115680263,-39922078.49,-72.81,3875685136.4,9.8087122767,3875685136.4,-2.120093712242
51,000069,华侨城A,5.28,-3.649635036496,85.60615416,11.39883943,0.56323162,-3.492238440623,0.5254222,2.77486059,房地产开发,0.015366969,0.16,-96.313940309917,9.3744738,8201793915.0,3.0208591082000003,29281458540.15,7056403594.0,74.4530520654,126036716.85,260.14,43715561566.95,19.5865879802,37610631156.020004,7.468326074907
52,000070,特发信息,6.73,1.051051051051,-10.88714945,-9.19075094,3.18622383,-1.3573606e-05,1.28213267,-281.87233277,通信设备,0.086777592,3.52,417.630013968608,2.1122182,844583945.0,3.5955661985,2994208463.08,832814402.0,69.9865496876,73290961.17,59.81,5844520899.4,14.2718649987,5763075661.84,-0.123012241075
53,000078,海王生物,3.34,2.140672782875,798.15767987,98.48066509,1.54588226,-17.789747498541,0.23418086,25.01253887,医药商业,0.047951502,2.22,-38.272176036364,2.1605785,2750833257.0,0.7534137009,28955751861.94,2621199543.0,79.8674495084,131906586.66,51.77,9105258080.67,10.2501474335,8676170487.33,0.406274784146
54,000088,盐田港,4.94,-1.002004008016,22.69983771,24.08003495,1.18788176,1.166688257981,14.2213731,20.29179721,航运港口,0.165126039,4.04,8.171169063093,4.1586631,2249161747.0,69.1390027556,578610490.05,2249161747.0,33.3953445673,371395171.17,22.76,11268300352.47,36.9088410723,11268300352.47,1.956426778972
55,000089,深圳机场,7.82,-0.635324015248,-17.12906948,-465.66295345,1.46619536,-0.227123801857,5.36024221,24.85901762,航空机场,-0.433866294,-7.79,-7485.8485792633,5.3335321,2050769509.0,-42.9817455819,2047416465.26,2050742403.0,57.4452731101,-889759767.12,-13.6,16139556035.83,-35.292440247,16139342711.61,2.482103640775
56,000090,天健集团,5.46,-2.150537634409,5.23092278,5.27696485,1.01336706,0.136084774599,0.4170821,-2.29289645,工程建设,0.759312864,10.9,1.213960618082,5.3879785,1868545434.0,10.978185652,12887822553.31,1868346092.0,79.778412909,1418810585.4,5.44,10295685341.34,26.4672809345,10294586966.92,2.955891273913
57,000096,广聚能源,7.91,-0.628140703518,134.31873248,61.68699971,1.61576914,-4.408799498526,2.02559922,68.22409656,石油行业,0.115547962,2.23,-37.503190436802,4.8955013,528000000.0,4.0198429337,1580955841.53,510848000.0,5.9822924098,61009323.68,51.6,4197600000.0,8.6079363525,4061241600.0,2.234530970417
58,000099,中信海直,7.19,-0.415512465374,27.11954261,22.6296191,1.1539268,2.443416524366,3.08109499,6.93712667,航空机场,0.215039193,3.48,-19.654142336794,6.2308978,775770137.0,12.5109968393,1304493345.22,710215136.0,21.4477487898,166820984.51,25.29,5624333493.25,23.0692368898,5149059736.0,2.368569706776
59,000100,TCL科技,3.7,-0.804289544236,51.45954765,6.28052206,1.63304621,0.454051042581,0.37351323,2.92697624,光学光电子,0.016440131,0.72,-96.919373842042,2.8206924,17071891607.0,1.5428555828000001,126575669585.0,13652207633.0,64.902951385,280664134.0,169.71,63507436778.04,9.1405949796,50786212394.76,1.215106914426
60,000150,*ST宜康,1.33,4.724409448819,-1.55337625,-1.71176109,-1.65388581,0.159917264589,1.1069512,6.6979333,医疗服务,-0.336024627,-52.82,-30.849339652728,-0.8041668,877697557.0,-39.4328927952,739479790.88,805990242.0,114.9449233008,-294927994.32,-3.04,1193668677.52,16.0151597069,1096146729.1200001,-2.329929039429
61,000151,中成股份,12.32,-1.044176706827,316.21740667,521.33523724,4.87623606,-128.826808039799,1.27502247,13.4830338,贸易行业,-0.059347521,-2.21,20.527105742131,2.5265389,337370728.0,-1.0142181392,2192371478.04,266543967.0,65.5745245362,-20022116.22,-158.47,4230628929.12,9.4907450683,3342461346.18,-0.691936085457
62,000153,丰原药业,13.56,0,29.84716967,39.29780375,2.62832012,3.061872171628,1.20169278,17.75237509,化学制药,0.380890617,8.01,40.222184993589,5.4075277,332111230.0,4.3931903834,2865476079.87,311977230.0,57.1863672456,126498051.39,26.7,4503428278.8,27.8718919628,4230411238.8,2.181618514677
