序号,股票代码,股票简称,最新价,涨跌幅(%),PE(TTM),PE(静),市净率,PEG值,市销率,市现率,所属行业,收益,ROE,同比,净资产,总股本,净利率,总营收,流通股,负债率,净利润,PE(动),总值,毛利率,流值,每股未分配利润
63,000155,川能动力,17.87,-1.270718232044,57.40555394,76.60345525,5.14693402,0.25495498091,7.92248068,12.36131275,电力行业,0.294661901,8.71,36.009973967312,3.4719699,1475926818.0,31.4972756801,2362064166.71,1296931295.0,57.2342255729,434899401.66,45.59,26433849310.38,51.1822522516,23228039493.45,-0.246144357626
64,000156,华数传媒,7.29,-0.816326530612,15.94907526,14.89629883,0.94218298,2.197448626157,1.4629164,6.19598179,文化传媒,0.313157443,4.06,-9.350844270964,7.7373506,1852932442.0,9.3746901012,6269480344.88,1565055111.0,43.0730275595,580259585.82,17.87,13822876017.32,31.2793718768,11675311128.06,1.645052123228
65,000157,中联重科,5.42,-0.91407678245,17.49956274,7.50182732,0.87325631,-1.476483316524,1.08494197,-53.21949854,工程机械,0.249900351,3.96,-62.28881012276,6.2066543,8677992236.0,7.2301234016,30648916221.19,7068726983.0,56.3455348861,2168633307.95,16.33,47208277763.840004,20.9718866104,38453874787.520004,2.855851219748
66,000158,常山北明,5.6,-2.097902097902,309.66621907,68.3356838,1.48751074,9.432407503511,0.84590541,-29.39969199,综合行业,-0.084839841,-2.23,-304.472518415139,3.7646787,1598616721.0,-2.9559733375,5843402434.57,1581225904.0,61.2132321271,-135626388.7,-49.77,9000212139.23,8.125713192,8902301839.52,0.949306848737
67,000159,国际实业,6.94,0.28901734104,12.52660627,120.59428021,1.31401972,-0.55301139323,2.79384193,-11.39772591,石油行业,0.620759865,12.52,399.455052029721,5.2815037,480685993.0,41.4412244147,743828410.39,480685993.0,18.4139473816,298390571.99,8.36,3326347071.56,14.4850346538,3326347071.56,3.151622050947
68,000166,申万宏源,3.97,-0.501253132832,15.85988663,10.57721565,1.02575574,0.694266451689,3.61839632,-1018.23628384,证券,0.17088829,4.43,-42.249191151912,3.8703171,25039944560.0,25.145042485399998,18056766355.39,22535507316.0,80.7738145006,4279033307.09,17.51,99909378794.40001,0.0,89916674190.84001,1.319893551454
69,000301,东方盛虹,13.21,-0.075642965204,40.08050918,19.22125892,2.82922422,0.009974871205,1.49994665,17.66957001,化纤行业,0.23858234,5.42,-59.986565041518,4.6691245,6611187669.0,3.370050794,46707970694.28,5232945234.0,79.2945286486,1577312625.61,41.06,86342110957.14,8.7117828707,68342264756.04,1.108720850874
70,000333,美的集团,51.73,-0.614793467819,12.23249804,12.6668829,2.59954191,2.472902965134,1.0276717,9.87089206,家电行业,3.497353803,18.36,4.325986719391,19.8996599,6996695896.0,9.1334181167,271775057000.0,6853080880.0,64.3400845368,24469921000.0,11.18,364807724017.44,23.6109045553,357319637083.2,16.557242407267
71,000338,潍柴动力,10.13,-0.197044334975,19.6201154,9.55212416,1.24384084,41.223264063246,0.57334999,27.15228322,汽车零部件,0.379509401,4.63,-58.914199013642,8.1441288,8726556821.0,2.8625160572999997,130523447286.82,5048715137.0,65.5421493951,3311810352.07,20.26,89447207415.25,16.9121083722,51749330154.25,5.636105571012
72,000400,许继电气,20.05,0.90588827378,25.48039459,27.90960071,2.02544666,23.456631685193,1.48963039,12.37444303,电网设备,0.642728713,6.65,11.926843616836,9.8990511,1008327309.0,8.7885822547,9115767552.72,1008269840.0,39.8700207894,648080913.62,23.45,20267378910.9,20.8424289089,20266223784.0,7.546506521386
73,000401,冀东水泥,8.16,-1.923076923077,8.26737601,7.71864921,0.70671533,-5.427602547617,0.57865874,5.73275156,水泥建材,0.614805487,5.48,-10.243862833456,11.5463748,2658213570.0,6.342338359499999,27351153779.45,1547298720.0,46.8960171156,1634284287.18,10.0,21797351274.0,21.5758297893,12687849503.999998,3.755228958492
74,000402,金融街,5.27,-2.946593001842,8.2540586,9.5882798,0.40966665,-0.396589675485,0.52506879,5.19497978,房地产开发,0.461651494,3.65,23.831208811602,12.8641178,2988929907.0,8.3361630545,15510254981.59,2987829036.0,71.6364153385,1379843956.13,8.59,15811439208.03,17.6009368207,15805615600.44,8.796193129018
75,000403,派林生物,22.58,4.828226555246,37.86777127,42.28640834,2.50445428,0.339000492496,7.7892888,34.70188265,生物制品,0.477278124,5.39,15.014973890559,9.0159362,732360101.0,23.471819348100002,1493472266.77,603174941.0,12.4926854086,349539454.75,36.03,16793017115.93,49.6738343749,13830801397.13,1.435443396731
76,000404,长虹华意,5.3,-5.693950177936,15.79022934,19.89273162,1.06115347,0.19431449682,0.28418942,2.49795213,家电行业,0.208142985,4.19,49.827929157334,4.994565,695995979.0,2.2906828782,9913459539.93,695766772.0,62.9754778934,144866680.55,19.39,3744458367.02,8.9242271843,3743225233.36,1.606496645924
77,000407,胜利股份,3.82,-1.036269430052,53.56762378,30.553751,1.23147873,-4.383152791508,0.71054241,9.23837825,燃气,0.160772878,5.27,-25.042965914447,3.1019618,880084656.0,5.3183055126,3400175488.85,875767412.0,55.9731876846,141493742.89,17.96,3388325925.6,16.1320823354,3371704536.2000003,0.766265103888
78,000408,藏格矿业,26.1,-0.722708254089,8.65124878,28.89946151,3.82004326,0.011678641222,5.70073922,7.91697816,化肥行业,2.63583973,41.14,404.887031195446,6.8323834,1580435073.0,72.92276527119999,5712583088.47,1580435073.0,9.6501083181,4165773556.53,7.46,41423203263.33,84.3543274482,41423203263.33,4.433091059743
79,000409,云鼎科技,6.23,-0.32,225.32621809,235.14862259,7.94121331,-9.713372115263,5.11436371,169.21450881,互联网服务,0.025303039,3.28,4.782647488898,2.0793374,664210505.0,7.5652356729,559008768.51,423376995.0,56.3889630603,16806544.52,186.44,4177884076.45,36.5937070871,2663041298.55,-0.774508136107
80,000410,*ST沈机,5.35,-0.925925925926,-19.33862933,-12.7952504,-22.04652892,0.545485739835,6.65847535,-133.69776674,通用设备,0.001468116,0.0,101.048598609214,0.4785079,2064746603.0,0.1789248375,1240520310.64,1680915944.0,116.2286401794,3031287.42,2871.03,11603875908.86,15.3295847242,9446747605.28,-3.261149041077
81,000411,英特集团,11.84,0.509337860781,18.91180053,21.691199,1.91425722,2.832185399428,0.1249744,-23.30846952,医药商业,0.521531319,8.2,18.177813121236,6.2008892,307432328.0,1.6326968888,22312718552.75,298756688.0,73.5364500324,160335587.52,16.83,3596958237.6,6.4394487685,3495453249.6,3.889232183058
82,000413,东旭光电,1.74,-1.136363636364,-3.9581325,-3.49992816,0.42391868,-0.292095681305,1.57601658,11.15016124,光学光电子,-0.203619373,-4.8,22.03604918788,4.1045608,5632749948.0,-25.608122676700003,4522032282.95,5029313594.0,60.3849007956,-1146937011.84,-6.48,9913639908.48,13.6413403709,8851591925.44,-0.805952030848
83,000415,渤海租赁,2.16,-1.369863013699,-11.73019239,-10.84178624,0.43900991,-0.555158388578,0.42135419,0.63629096,多元金融,-0.04053992,-0.9,27.124329289206,4.9201622,6184521282.0,-1.1398979861999998,22418936000.0,4256001005.0,82.4196562903,-250720000.0,-40.15,13420411181.939999,40.4557602555,9235522180.85,0.474658403803
84,000416,民生控股,3.77,-1.566579634465,-863.84605501,147.34413049,2.29058982,16.687814229114,45.07207311,-122.3696824,多元金融,-0.01684418,-1.01,-228.518892609531,1.6458643,531871494.0,-437.49421814860005,14446230.25,531641098.0,2.9029561983,-8958939.01,-170.09,2031749107.08,0.0,2030868994.36,0.486910117503
85,000417,合肥百货,5.35,4.901960784314,18.86443001,23.07105007,0.96418582,0.550815440129,0.62765411,3.76614073,商业百货,0.254594123,4.66,25.487564507983,5.5487229,779884200.0,5.0101358736,4988437708.17,779027451.0,60.3443461081,198553933.64,16.03,4242570048.0000005,28.644987232,4237909333.4400005,2.821132734065
86,000419,通程控股,7.05,9.984399375975,22.21122759,27.67555399,1.28438452,-0.94841383314,1.74980942,9.24658717,商业百货,0.290750218,5.28,27.476946493015,5.4890104,543582655.0,12.32976049,1554701743.73,543299845.0,37.4135390686,158046775.57,20.02,4218201402.7999997,26.6199219951,4216006797.2,2.420380756685
87,000420,吉林化纤,4.44,0.225733634312,-49.83634516,-84.48430082,2.52103546,-0.18889842249,2.7341204,103.46041347,化纤行业,-0.035995771,-2.78,-6745.06653549442,1.7611811,2458868343.0,-2.7608686476999997,3031760664.84,2167277056.0,56.1355072681,-88508862.05,-92.72,10941964126.35,7.863168203,9644382899.2,-0.27099046981
88,000421,南京公用,4.83,-0.617283950617,37.92553244,28.31553227,1.00500186,1.212045463242,0.59962805,-2.60898841,燃气,-0.04129579,-0.85,-2242.86342575838,4.8059613,578331934.0,-0.8268479828,3426542107.92,572646934.0,74.6842144746,-23882673.81,-88.27,2810693199.2400002,13.5226663977,2783064099.2400002,2.787889146408
89,000422,湖北宜化,14.52,-0.479780671693,5.83952784,8.30899086,2.80357068,0.004760697134,0.67758766,3.42411332,化学原料,2.395174126,60.87,44.620717590609,5.1791097,897866712.0,16.3124314637,16170808727.34,897817191.0,66.4077146141,2150547116.76,4.54,13028045991.119999,21.3903282812,13027327441.41,1.250652676318
90,000423,东阿阿胶,41.71,4.588766298897,41.83506033,61.93633767,2.70988546,0.037845880671,6.70318576,15.99533742,中药,0.784222422,5.12,70.244344148614,15.3917944,654021537.0,16.815256675,3046497190.8,654021537.0,19.1834481754,512898353.49,39.03,26690618924.97,67.5514674399,26690618924.97,13.080584024193
91,000425,徐工机械,5.01,-1.183431952663,17.00485615,10.54374797,1.13278183,0.353579652952,0.90017314,32.91542851,工程机械,0.395718954,8.7,-31.329829587548,4.4227404,11816166093.0,6.3234228147,75110303698.77,4836750652.0,69.0614036586,4675880888.68,9.61,59907962091.51,20.2154716336,24522325805.640003,2.16084051066
92,000426,兴业矿业,6.17,-2.218700475436,53.85900676,45.99212744,2.02944677,0.189547057861,5.51026149,12.65190499,有色金属,0.125120276,4.2,-13.540395879704,3.0402374,1837192219.0,13.9477780826,1647970202.56,1475042242.0,39.6545544945,229869997.47,36.74,11261988302.47,45.5250108512,9042008943.46,0.67318161083
93,000428,华天酒店,5.97,1.877133105802,46.24081809,72.21886114,3.14456116,-1.689477883658,11.80460426,195.70072446,旅游酒店,-0.175341444,-8.83,20.94000661438,1.8985161,1018926000.0,-54.35536430570001,386766941.58,1018882500.0,71.7097618195,-178659955.8,-28.1,6694343820.0,12.4217787368,6694058025.0,-0.628854659926
94,000429,粤高速A,7.64,-0.907911802853,10.66427195,9.39407975,1.7864422,0.119028617854,3.47083263,5.04745062,铁路公路,0.569980724,13.01,-14.526147663483,4.2766567,2090806126.0,50.4674355919,3288058871.66,1303324056.0,39.5834603315,1191719189.92,10.43,16580092579.18,66.6506171653,10335359764.08,2.276910413969
95,000430,张家界,8.15,-1.092233009709,-14.95885363,-24.40680159,2.69658729,0.215597201626,24.02629114,432.38280101,旅游酒店,-0.355206114,-11.1,-146.155389220791,3.0223387,404817686.0,-133.0791697093,108051258.07,331738800.0,57.2121904365,-143793717.1,-18.94,3631214643.42,-68.5877743154,2975697036.0,-0.226872420737
96,000488,晨鸣纸业,4.93,-1.202404809619,118.69880522,7.11209674,0.80781238,7.842788867845,0.45042086,5.86483448,造纸印刷,0.080737139,0.95,-88.976188676299,6.1029022,2979742200.0,1.1885225492,25356033895.76,1682428185.0,71.7887487472,240575860.63,45.89,14719926468.000002,14.5686862426,8311195233.900001,3.168726615803
97,000498,山东路桥,6.8,-2.158273381295,4.52672225,4.97081272,0.89876686,0.069545148988,0.17285606,-14.32416509,工程建设,0.96616669,12.39,16.131169396953,7.565922,1560629303.0,4.3876006999,42969498634.39,1457534570.0,77.7264594882,1507828047.44,5.32,10690310725.55,11.1720664796,9984111804.5,4.846275861642
98,000501,武商集团,11.06,1.282051282051,15.86331248,11.30355054,0.77940206,0.503022129112,1.26897644,7.42996636,商业百货,0.431441161,3.07,-39.462876642317,14.1903653,768992731.0,6.824919935,4861230903.52,768073142.0,64.3338595838,331775117.02,19.52,8635788369.130001,44.2328238807,8625461384.66,8.567795476652
99,000503,国新健康,10.08,-3.170028818444,-55.369502,-51.9653613,13.43296629,-2.378184418787,32.02787636,-61.96292675,软件开发,-0.128544758,-15.9,8.489820376702,0.7503927,906413204.0,-86.58725374000001,134546259.88,898779932.0,32.4311224561,-116514666.36,-59.28,9209158152.64,-15.1432866719,9131604109.12,-0.127438796754
100,000504,南华生物,11.59,-0.515021459227,-354.5988335,-188.80847272,210.1808543,-0.18005378242,17.1638712,17.25485825,医疗服务,0.001735451,3.2,106.436015780208,0.055143,311573901.0,5.2171818517,156404576.3,310673201.0,80.1212746528,540721.32,5047.68,3639183163.68,61.1560616082,3628662987.68,-1.572435225953
101,000505,京粮控股,8.01,-2.673147023086,34.68185656,28.47930172,1.93535725,3.170160154059,0.45166463,-16.88434384,农牧饲渔,0.125924931,3.09,-28.543229808893,4.1387708,726950251.0,1.1487612835999998,9444673574.11,620815364.0,48.10768692,91541160.41,47.95,5851949520.55,5.0362096799,4997563680.200001,0.664467333336
102,000506,中润资源,3.16,-2.167182662539,25.83552107,-22.73853045,4.97525517,1.230861864452,9.07149888,-81.53064749,贵金属,0.224022673,43.15,701.230256834117,0.6351433,929017761.0,82.7912716684,208313801.69,928670961.0,64.8092360796,208121041.9,10.61,2944986302.37,-12.0771633833,2943886946.37,-0.467422693031
103,000507,珠海港,5.51,-2.304964539007,14.13944491,11.36520188,0.96733022,0.180046180177,0.89499717,5.90705008,航运港口,0.233054784,3.53,-28.985253667386,5.69609,919734895.0,8.6301055732,4094196551.18,902337753.0,57.6910026563,214348617.25,17.89,5113726016.2,23.2579903765,5016997906.679999,2.151375075412
104,000509,华塑控股,3.73,-0.267379679144,-931.82170476,-709.07028168,28.27501406,-26.181908747539,4.35167595,-66.81745671,医疗服务,0.003174052,2.44,65.612441001946,0.1319186,1073128052.0,1.5058877034,660122024.22,1073109808.0,63.6384946192,3406163.76,893.18,4056424036.56,8.9339276173,4056355074.24,-1.116679636374
105,000510,新金路,5.61,0.718132854578,35.51044412,11.40944444,2.4144145,0.092581896638,1.05489866,26.29810919,化学原料,0.011757511,0.53,-96.596698874932,2.3235447,609182254.0,0.30750936149999997,2345368646.42,568475282.0,35.6876840695,7162467.3,363.6,3472338847.8,14.7513805277,3240309107.4,1.024622279017
106,000513,丽珠集团,33.03,1.850138760407,16.88823903,17.40248732,2.3004318,4.686170354534,2.53645907,12.63904795,化学制药,1.610598889,11.34,3.721936433125,14.358174,935552687.0,16.4448704736,9488253415.41,605860369.0,38.4325121727,1506800118.4,15.16,30452239961.85,65.5096942727,19720755010.949997,10.697257386296
107,000514,渝开发,4.23,-2.083333333333,22.19631983,22.01541617,1.02776527,0.544529021171,3.21340055,5.51266269,房地产开发,-0.02815415,-0.68,-5.889671022004,4.1157258,843770965.0,-22.1984950106,119641234.36,843770965.0,50.5752169843,-23755654.54,-114.55,3628215149.5,6.0998036831,3628215149.5,1.487866332435
108,000516,国际医学,12.35,2.40464344942,-26.40078402,-34.17715174,6.02115475,0.000690808017,10.08439433,95.52951907,医疗服务,-0.363514877,-16.66,-41.402417528595,2.0511016,2275255232.0,-44.1803798546,1913897141.34,1899767976.0,63.1804648245,-827089125.83,-25.17,27758113830.399998,-9.7505915302,23177169307.199997,0.436018871754
109,000517,荣安地产,2.95,-3.908794788274,7.36905565,8.64617248,0.99071224,-0.316098575003,0.55776772,0.60458027,房地产开发,0.291782529,9.95,25.416247402145,2.9776558,3183922485.0,11.0609451531,10233785138.99,2496580466.0,83.3878994889,929012954.33,7.58,9392571330.75,20.062280846,7364912374.700001,2.42472457405
110,000518,四环生物,3.22,3.536977491961,-69.99297251,-95.29116349,5.8091799,0.152468021351,10.64668609,142.09947006,生物制品,-0.034340664,-6.01,-55.196493007534,0.5542951,1029556222.0,-19.6443968072,196626339.15,1029535693.0,19.7329849627,-35355644.37,-69.67,3284284348.18,70.4877816264,3284218860.67,-0.517878443233
111,000519,中兵红箭,19.83,-0.251509054326,36.35149609,56.8976573,2.80434704,0.538428635793,3.67950929,731.29584661,专用设备,0.632673959,9.32,45.212840547031,7.0711648,1392558982.0,18.205144273800002,4839488171.1,1391500582.0,31.0171799721,881035803.66,23.33,27405560765.76,33.2965289613,27384731453.76,3.228727755411
112,000520,长航凤凰,3.18,-1.242236024845,46.07949376,33.46085984,5.83990601,0.034995457501,3.13966309,27.45368604,航运港口,0.033011568,6.25,-44.083070268063,0.5445293,1012083455.0,4.480251608400001,745727345.47,1012083455.0,32.6299902658,33410461.39,73.61,3279150394.2000003,10.9035401912,3279150394.2000003,-2.641799614746
113,000521,长虹美菱,4.18,-6.067415730337,28.35331131,82.95211518,0.87007091,0.340912806634,0.22084903,1.97039796,家电行业,0.157485882,3.31,160.51850927637,4.8042061,1029923715.0,1.200259637,15375374318.73,875808809.0,71.1087694159,162198444.3,19.86,4294781891.5499997,12.6376884852,3652122733.5299997,0.820285978705
114,000523,广州浪奇,4.02,-2.427184466019,4.23399264,4.45363867,6.47290576,-0.081377386504,2.59481014,-27.28880059,美容护理,-0.024105573,-3.81,66.0155944987,0.6210503,1612420134.0,-1.9736427718999998,1960577483.46,1376835812.0,58.8790928258,-38868311.59,-120.41,6240065918.58,9.5704934874,5328354592.440001,-2.096618963938
115,000524,岭南控股,11.6,-4.290429042904,-62.26999791,-60.83334881,3.67320267,-1.971836818973,6.54034475,-1400.01555442,旅游酒店,-0.142732076,-4.41,2.990079148987,3.1580071,670208597.0,-11.9785566748,854130609.2,670081621.0,30.8920351739,-95660264.72,-62.53,7975482304.3,18.1607560283,7973971289.900001,-0.038151257391
116,000525,ST红太阳,11.15,0.089766606822,-2.28439869,-1.72954217,4.3581551,5.5757179e-05,0.92210865,7.29424647,农药兽药,1.628385953,92.1,2504.27095362039,2.558422,580772873.0,17.4345336936,5373920335.44,574514828.0,84.3679297761,945722388.51,5.27,6649849395.849999,40.3053095027,6578194780.599999,-2.691204273396
117,000526,学大教育,17.56,0.114025085519,-3.61011621,-3.85788945,4.67186418,-0.000294610001,1.12128245,66.57693237,教育,0.067830552,1.82,-82.160574039562,3.7586709,117762709.0,0.4259022279,1466968543.5,117762709.0,86.6947193843,7987909.58,198.14,2110307745.2800002,28.3925901367,2110307745.2800002,-4.641071150546
118,000528,柳工,5.84,-0.848896434635,20.27949106,11.47108423,0.7262594,-0.988778487593,0.43697115,13.56165473,工程机械,0.29974419,3.77,-42.453687426264,8.041204,1955019991.0,3.0421883944,20033632182.57,958895183.0,60.3403097017,586005883.73,14.66,11456417147.26,16.2668733145,5619125772.38,3.514400706325
119,000529,广弘控股,8.18,-9.111111111111,5.80131781,14.4235071,1.61054047,0.545901044005,1.19714257,13.24954996,食品饮料,1.263538441,27.69,200.38209005911,5.0790403,583790330.0,28.555300682200002,2670027617.87,569884377.0,44.3773541617,737641523.35,5.01,4927190385.2,12.2732544501,4809824141.88,2.617789348395
120,000530,冰山冷热,4.37,-1.576576576577,-16.78879723,-13.6952379,1.22962521,0.001125813995,1.54733354,-12.35490586,通用设备,0.009520997,0.27,119.322008334189,3.5539284,843212507.0,0.532667372,2044117549.31,598194679.0,48.4663194347,8028223.81,352.12,3769159906.29,12.9304966346,2673930215.1299996,0.744012542333
121,000531,穗恒运A,6.12,-0.163132137031,-151.23927985,31.35200149,0.99068298,2.78419229795,1.24096279,-10.33431658,电力行业,0.033672022,0.54,-87.49834651181,6.1775564,822099384.0,1.6936658905,2944996809.59,822099384.0,63.3757501789,27681748.63,137.43,5072353199.28,0.23475411,5072353199.28,3.208921560328
122,000532,华金资本,10.85,-0.641025641026,16.66090366,19.38146138,2.92360776,0.547862047819,4.78276369,22.82222497,综合行业,0.359035981,10.1,34.156815944936,3.7111682,344708340.0,25.9495341627,522068293.56,343549746.0,47.3012381488,123762696.84,22.46,3705614655.0,34.4855818733,3693159769.5,2.379771478752
123,000533,顺钠股份,3.68,-2.127659574468,215.0704577,-199.23558435,3.62005776,9.319114431869,1.53133925,65.50288257,电网设备,0.027496408,2.75,440.097522134287,1.0165584,690816000.0,2.4791316492999997,1237259324.98,684902400.0,66.7164642854,18994958.56,102.83,2604376320.0,19.6356302438,2582082048.0,-0.182825667443
124,000534,万泽股份,14.28,0.351370344343,67.61659927,75.02066306,6.05690044,2.705792378636,9.30523595,85.85270415,生物制品,0.190930454,8.5,12.254407969103,2.3576415,500623096.0,16.953901063300002,581328333.12,492416496.0,47.001508507,95584195.05,55.5,7073804346.4800005,77.1491266395,6957845088.4800005,1.286657156245
