序号,股票代码,股票简称,最新价,涨跌幅(%),PE(TTM),PE(静),市净率,PEG值,市销率,市现率,所属行业,收益,ROE,同比,净资产,总股本,净利率,总营收,流通股,负债率,净利润,PE(动),总值,毛利率,流值,每股未分配利润
188,000620,新华联,3.76,9.941520467836,-1.98935299,-1.83190414,6.07135145,0.00602938123,0.90431793,3.14731853,房地产开发,-0.780305506,-77.32,17.231174614048,0.619302,1896690420.0,-47.2643706945,3117998898.25,1896624195.0,93.0956514965,-1479997978.21,-3.67,7245357404.4,16.4856386575,7245104424.9,-0.854947121017
189,000622,恒立实业,4.13,-2.823529411765,-901.85893774,982.79091197,8.93726814,-121.474266441067,10.07121404,10.06589452,汽车零部件,-0.026025522,-5.48,-50.927065591874,0.4621099,425226000.0,-8.16317187,135568979.39,425226000.0,37.9243123859,-11066728.79,-121.9,1798705980.0000002,3.5218180969,1798705980.0000002,-1.002481281977
190,000623,吉林敖东,15.06,1.073825503356,18.08648391,9.83740311,0.70857354,4.599544450048,6.6898503,102.21604113,化学制药,0.757053978,3.5,-47.978803090741,21.253969,1163047799.0,46.3760233445,1912824062.19,1159253747.0,14.5303939478,880489963.14,14.88,17468977940.98,50.2384934948,17411991279.94,15.19021088215
191,000625,长安汽车,12.29,-0.566343042071,16.34540119,34.32517212,1.97241818,1.897089639027,1.09564684,29.89310302,汽车整车,0.695430129,11.71,130.593310295714,6.2309302,9921799422.0,8.0432985108,85351624483.14,7604420121.0,56.9006676838,6899918252.01,13.43,123526402803.9,20.3199589051,94675030506.45,4.134505732362
192,000626,远大控股,9.24,-1.492537313433,36.2508008,21.16942645,1.55494438,0.084040708306,0.05655916,9.0863507,贸易行业,0.237933489,4.11,-43.284498942875,5.9423347,508940464.0,0.25879966769999996,61661629248.21,500166335.0,63.2680411999,121093980.48,29.44,4753503933.76,0.6913516544,4671553568.9,2.395089213264
193,000627,天茂集团,3.08,-2.53164556962,42.76629529,32.32780161,0.71696111,-1.71847618501,0.29306197,2.75496721,保险,0.048093845,1.09,-32.593096550457,4.2959094,4940629165.0,1.1657003434,37829601508.98,4552504165.0,87.5229854419,237613853.76,49.12,15562981869.75,0.0,14340388119.75,1.323789943247
194,000628,高新发展,11.03,-0.541027953111,30.10072595,23.78753986,2.37074367,-1.490486069639,0.61598625,-8.52788883,工程建设,0.235709075,5.19,-29.208174386522,4.6525485,352280000.0,1.7471326308,4132070482.75,192074040.0,84.8731473698,83035593.05,35.19,3896216800.0,9.1244614816,2124338882.4,0.985108752668
195,000629,钒钛股份,4.69,-2.087682672234,27.97189541,30.3866915,4.57808714,0.035208705717,2.77497163,15.2673055,钢铁行业,0.142674289,15.02,10.301061217174,1.0244453,8602447902.0,11.0478904676,11387232363.26,8589431322.0,21.3509636907,1227348135.65,24.76,40517529618.42,17.9191682541,40456221526.62,-0.501314363687
196,000630,铜陵有色,3.08,-0.645161290323,12.90379458,10.45377303,1.30873585,0.041573680813,0.27246811,3.19106264,有色金属,0.17677126,7.73,-24.038694359368,2.3534161,10526533308.0,2.3737584012,88681548207.1,10526380475.0,50.8560670761,1860788560.51,13.24,32842783920.960003,5.4594308379,32842307082.0,0.734247596449
197,000631,顺发恒业,3.34,-2.052785923754,65.0365369,85.02842395,1.3316268,-1.403227782819,30.64510279,12.06362714,房地产开发,0.046247179,1.81,35.334834926721,2.5082103,2432519168.0,56.8025501772,208476909.33,2432519168.0,33.5458167585,112497150.31,54.49,8173264404.48,49.9573429473,8173264404.48,1.093102882686
198,000632,三木集团,4.48,-1.969365426696,131.04739912,81.68722732,1.45351683,-5.1051539865,0.18221768,11.03215,综合行业,0.032879793,1.07,-38.584944705139,3.0821797,465519570.0,0.0479875326,9034141746.63,465431606.0,82.8965222815,15306187.3,103.33,2108803652.1000001,3.5392827852,2108405175.18,0.697502926397
199,000633,合金投资,8.06,-1.707317073171,388.28829975,928.10751622,17.76123564,-2.526833375194,14.33653513,-490.85370686,小金属,0.017251984,3.87,233.143098482969,0.4537973,385106373.0,4.051296642700001,163993149.5,385103523.0,31.7538742531,6643848.96,351.7,3115510557.57,13.3430378566,3115487501.07,-0.8363161438
200,000635,英力特,8.65,-2.480270574972,-8.70477027,613.48236885,1.04712825,4.283470292637,1.36717434,81.85315445,化学原料,-0.464859986,-5.47,-185.617794178879,8.2606882,304610502.0,-9.519480411,1487489102.1,303087602.0,18.6560879445,-141601233.69,-14.0,2644019157.36,0.592673292,2630800385.36,0.701468929065
201,000636,风华高科,14.9,-2.230971128609,45.77889318,18.27928002,1.43683644,0.265607011573,4.28974986,39.99641881,电子元件,0.270367528,3.19,-64.426289219565,10.3700042,1157013211.0,10.8554798085,2918894480.95,1078476180.0,24.3932714642,312818802.18,41.17,17170076051.24,19.9930616663,16004586511.2,2.569677694035
202,000637,茂化实华,5.28,-1.308411214953,53.2594949,33.45107709,2.63549518,0.044645482572,0.39182877,3.76840493,石油行业,0.008937574,0.45,-86.787097457519,2.0034186,519875356.0,0.625859759,5133052851.97,368004142.0,59.204995832,4646424.23,447.27,2770935647.48,4.6455414196,1961462076.8600001,0.484003168656
203,000638,万方发展,6.93,-3.212290502793,43.61411436,35.24151474,13.4702033,3.8609306e-05,7.84528901,-48.64336858,软件开发,-0.022140685,-3.95,-241.846732597089,0.5144688,309400000.0,-6.5134707965,106468756.93,308159050.0,54.0166754293,-6850327.82,-240.17,2193646000.0,13.5224333458,2184847664.5,-0.950506271429
204,000639,西王食品,4.66,0.431034482759,-79.64739565,27.40385339,1.27307131,2.207422757443,0.82386475,150.69881752,食品饮料,-0.059315378,-1.66,-135.04775815228,3.6604391,1079428095.0,-1.4714467108,4630063812.85,1079426772.0,42.0392578225,-64026685.83,-59.3,5062517765.55,16.76902206,5062511560.68,0.908825298576
205,000650,仁和药业,6.3,0.961538461538,14.77904338,13.26208409,1.5690384,0.936927761112,1.72189077,11.149741,中药,0.326055509,8.28,-13.008876031113,4.0151981,1399938234.0,14.745538803899999,3845780533.16,1342318959.0,11.8079608818,456457572.95,14.33,8721615197.82,36.1585029216,8362647114.570001,2.18520128093
206,000651,格力电器,32.16,-1.258827141541,7.04060356,7.85241546,1.89217373,1.837494851576,0.91260863,10.12265708,家电行业,3.250365006,17.94,16.998310158191,16.9963252,5631405741.0,11.8267638009,148343664696.65,5587489552.0,71.5001524147,18304124152.74,7.46,182119661663.94003,25.5401276635,180699412111.68002,16.547969279683
207,000652,泰达股份,4.01,-1.474201474201,25.24887097,24.55703745,1.08158947,1.120036388781,0.27196669,-4.69949119,综合行业,0.091874837,2.5,-4.643870144458,3.7075065,1475573852.0,0.7028261559,14333682982.79,1474454109.0,83.3773095339,135568107.26,32.98,5961318362.08,5.6525442611,5956794600.36,1.866575757375
208,000655,金岭矿业,6.52,-2.395209580838,-85.23321476,30.33458062,1.26802488,5.929973681175,2.6788311,10.88604315,钢铁行业,0.335033504,6.67,-46.520058055092,5.1418549,595340230.0,18.244986961400002,1127975611.63,595340230.0,13.2883881727,199458923.14,14.69,3905431908.7999997,25.9340974267,3905431908.7999997,2.736467306804
209,000656,金科股份,1.89,-3.076923076923,-1.93687475,2.80290758,0.33246745,0.078521151751,0.10964758,0.73596483,房地产开发,-0.802182804,-13.7,-194.606426647587,5.684767,5339715816.0,-10.4255670963,43414599810.31,5312117992.0,79.4767406926,-4283428204.16,-1.78,10145460050.4,6.0444593242,10093024184.8,2.548081686904
210,000657,中钨高新,16.05,-2.490886998785,32.65872095,32.71940891,3.21510636,0.206947832532,1.39488871,33.70927787,小金属,0.370618939,7.48,0.246555577795,4.9920588,1075526842.0,4.9403443393,9971291326.62,947694430.0,45.0841751672,398610617.21,32.4,17219184740.420002,16.728027868,15172587824.300001,0.768754263039
211,000659,珠海中富,3.06,0,-35.41552766,152.19718851,7.11762438,0.634774926733,2.91322552,15.3929293,包装材料,-0.021220332,-4.8,-124.880811841879,0.4299187,1285702520.0,-2.5761650948,1083841382.54,1285702520.0,79.744260679,-27283034.96,-108.5,3947106736.3999996,17.5580471659,3947106736.3999996,-1.153657793025
212,000661,长春高新,168.07,-0.444260158749,16.69277727,18.10294844,3.91635693,0.748930485074,5.59642827,21.27344854,生物制品,8.560520671,21.91,10.08592500837,42.9148831,404720290.0,37.037227875700005,9646227873.97,402020052.0,20.8947093102,3464616408.42,14.59,67406164299.50001,88.8151450686,66956439660.600006,32.51366502055
213,000663,永安林业,8.4,-1.869158878505,9.70425226,51.77312945,2.89616229,0.687379615978,3.63967864,7.69440635,装修建材,0.976593877,40.0,257.412119885844,2.90039,336683929.0,49.5425117127,664056115.56,306298033.0,9.9489349546,328803463.62,6.37,2791109771.41,49.3973404994,2539210693.5699997,-2.798498141977
214,000665,湖北广电,6.53,-0.30534351145,-11.89876548,-16.59911495,1.22810683,-0.612882824606,3.47788616,17.90533648,文化传媒,-0.328796806,-5.98,-89.623171493733,5.317127,1134129718.0,-25.1370886032,1458297497.48,1134084253.0,45.8551086318,-372898229.13,-15.08,7496597435.9800005,6.7188928603,7496296912.33,0.26153173781
215,000666,经纬纺机,9.94,-1.192842942346,11.53888318,11.64229561,0.71081893,0.23311585931,0.56367515,3.36359279,多元金融,0.568420002,4.15,1.364499094637,13.9838706,704130000.0,17.2846863481,8980769263.87,293497261.0,39.544984726,400241576.07,13.12,6999052200.0,17.670423094,2917362774.3399997,7.612182558562
216,000667,美好置业,1.39,-1.418439716312,-1.18979725,-1.28297729,0.92125763,5.1244373e-05,0.5750002,-10.45716524,房地产开发,-0.317654988,-19.06,-36.446116705483,1.508807,2466988633.0,-31.9818752236,4333609963.93,2439311281.0,88.8769911813,-783651245.17,-3.28,3429114199.87,2.8194749732,3390642680.5899997,-0.304400370478
217,000668,荣丰控股,12.59,-1.254901960784,7.30301133,7.84700329,1.50406543,-0.001324752883,2.63020195,-3.93971198,房地产开发,-0.189218436,-2.38,38.710841114399,8.3706465,146841890.0,-2.3601450045,502023382.35,146688393.0,45.3095542904,-27785192.83,-50.14,1857549908.5,21.7983758939,1855608171.45,5.530742645712
218,000669,ST金鸿,1.67,-0.595238095238,-1.51453134,-1.71989907,2.31235358,0.000143018052,0.73150533,3.93317146,燃气,-0.161142977,-4.95,-446.63929555622,0.7222079,680408797.0,-12.138230736499999,950693300.49,680408797.0,77.4960559408,-109643099.16,-7.77,1136282690.99,13.9019548841,1136282690.99,-2.825468627796
219,000670,盈方微,7.02,-1.404494382022,977.27519819,1770.59479996,82.32853899,-96.997412107352,2.04887989,72.11166907,半导体,0.006548903,10.45,96.638076183258,0.0852681,816627360.0,2.1752424213,2064741762.54,609847112.0,79.3514251073,5348013.6,803.95,5732724067.2,7.414266266,4281126726.24,-0.742102349363
220,000671,阳光城,1.85,-2.116402116402,-0.48475501,-1.10186089,0.64407313,-0.001612303278,0.38408569,-0.55349853,房地产开发,-1.433862983,-41.45,-303.812698420931,2.8723446,4140382950.0,-31.8519789403,18749032202.18,4055224578.0,90.0467015668,-5936741848.96,-0.98,7783919946.0,9.4277660401,7623822206.639999,0.454102802013
221,000672,上峰水泥,10.66,-2.112029384757,7.2528732,4.7768486,1.25027474,0.943310197868,1.33502864,4.43284867,水泥建材,0.867713963,10.2,-46.751261560507,8.526126,975185779.0,16.9326443277,5163601226.89,975185779.0,42.883419792,846182316.85,9.23,10414984119.72,37.0997938155,10414984119.72,8.240106190053
222,000676,智度股份,5.19,-0.574712643678,68.99706693,49.62916916,1.60838255,-12.654611182261,1.99833334,7.1663689,文化传媒,0.093128671,2.98,-23.966465135244,3.2268443,1276506972.0,5.8046952349000005,2362244894.9,1262074702.0,18.4994733339,118879397.98,42.68,6765486951.599999,18.2609778949,6688995920.599999,-0.754917246022
223,000677,恒天海龙,2.99,-1.644736842105,40.88358488,33.20641961,6.33630849,0.028641657314,2.44813855,32.03181104,化纤行业,0.049121871,10.98,-25.606979393631,0.4718836,863977948.0,11.521225881900001,742444115.47,863977948.0,19.0955555233,42440213.05,45.5,2574654285.04,24.5036518479,2574654285.04,-1.581704086815
224,000678,襄阳轴承,5.64,-0.704225352113,-20.42628772,-52.20639881,2.67444758,-0.401769513151,2.27221719,17.72089135,汽车零部件,-0.182095993,-8.35,-1199.39147588076,2.1088467,459611797.0,-9.220732641,925188472.78,459611797.0,58.9808168211,-83693466.47,-23.35,2605998888.99,7.2629840132,2605998888.99,-0.718489271219
225,000679,大连友谊,6.92,10.015898251192,-11.65780665,-11.42266991,6.40883945,0.002366015897,15.74391104,-81.53855166,商业百货,-0.097205214,-8.61,11.166779908454,1.0797587,356400000.0,-36.4977766843,114210741.22,356400000.0,65.5747026795,-34643938.34,-56.79,2623104000.0,24.3894445763,2623104000.0,-0.669790933361
226,000680,山推股份,4.09,-0.968523002421,11.09596872,29.31198206,1.29234598,0.100257241641,0.72845863,-16.58379758,工程机械,0.323904906,9.96,241.542317456368,3.1647872,1501253212.0,7.5146664837,6526491769.88,1056968303.0,51.8623895962,486263280.49,9.49,6155138169.2,14.863443757,4333570042.299999,0.916138509677
227,000681,视觉中国,11.78,-2.644628099174,100.21698485,53.99176756,2.43946651,13.958887682638,12.48896108,52.67061517,文化传媒,0.114664654,2.42,-46.742193330979,4.8289247,700577436.0,15.3072325557,527778474.3,584264941.0,14.0086380957,80331469.02,80.39,8610096688.439999,56.1080414643,7180616124.889999,2.306162242856
228,000682,东方电子,8.01,0.628140703518,26.45833064,30.87932729,2.67932997,0.937709796892,2.11006081,32.33094229,电网设备,0.209439149,7.11,26.095388866359,2.9895534,1340727007.0,8.6051798627,3502111910.7,1340595407.0,50.2882635979,280800723.1,28.79,10779445136.279999,31.7443771909,10778387072.279999,1.075244871568
229,000683,远兴能源,7.77,-1.520912547529,5.39113956,5.68352799,2.29988732,0.000334142881,2.53043308,10.51844706,化学原料,0.647447372,18.7,12.932991087888,3.3784264,3621758560.0,33.595368564299996,8354404825.58,3276829798.0,41.2226810459,2344898062.29,8.97,28032411254.4,43.2914104528,25362662636.52,2.302373686251
230,000685,中山公用,6.91,-1.285714285714,10.48068442,6.95463272,0.66261131,1.6182166542,4.30363915,69.87754287,公用事业,0.462525203,4.44,-41.952115974381,10.4284366,1475111351.0,39.2833398952,1722298335.16,1253229908.0,32.3756533554,682276177.1,11.42,10384783911.04,27.0223320896,8822738552.32,7.115464517302
231,000686,东北证券,6.46,0,22.09940022,9.30996264,0.83593933,0.983844641699,2.37538077,1.92623241,证券,0.117626001,1.52,-77.344355589836,7.7278336,2340452915.0,8.338889550500001,3967289458.83,2340452915.0,77.6513378424,275298117.73,41.51,15236348476.65,0.0,15236348476.65,2.612537546542
232,000688,国城矿业,16.27,-1.572897761645,85.91230574,87.61662809,6.97380429,2.162104155647,7.55898592,31.14058008,有色金属,0.14202167,5.93,2.662909056116,2.3330164,1117646186.0,8.3517856572,1468419469.36,1117641866.0,50.4512755686,158729977.7,86.03,18206456369.94,30.3613576286,18206385997.14,1.320848338071
233,000690,宝新能源,6.42,-0.925925925926,72.04309106,16.94523217,1.241359,-1.938941580019,1.47797527,15.87296802,电力行业,0.087420351,1.7,-76.822315294749,5.1717513,2175887862.0,2.7366772152,6950650968.79,2174471375.0,42.797721577,190216881.37,56.11,14230306617.48,6.4889373359,14221042792.5,2.25876156002
234,000691,亚太实业,4.43,-1.773835920177,517.21926543,88.37512782,10.11881081,-50.729200881339,2.70771916,156.73696112,化学制品,0.015610689,3.63,-72.695640577187,0.4377985,323270000.0,3.8687716831000003,400716935.24,323270000.0,57.0633663687,5046467.53,217.16,1461180399.9999998,15.4337527669,1461180399.9999998,-1.165018712872
235,000692,惠天热电,3.35,-0.887573964497,-1.5689118,-8.07848184,-1.71951555,-0.077664519275,0.83825936,34.60928127,公用事业,-2.077612473,-227.52,-481.872349299652,-1.9482231,532832976.0,-94.1866320127,1194254169.38,532825851.0,120.0987349003,-1107020436.98,-1.22,1800975458.8799999,-70.1251266014,1800951376.3799999,-4.10674355029
236,000695,滨海能源,14.89,-1.325381047051,-39.69219269,-58.07558262,13.33065141,0.093654872414,7.44964726,-32.05127125,造纸印刷,-0.250500187,-20.17,-90.127969000072,1.1169747,222147539.0,-31.2517284447,331804289.62,221721339.0,53.965801535,-55648000.13,-44.43,3296669478.7599998,-8.4909641049,3290344670.7599998,-0.281183320739
237,000697,炼石航空,7.23,0.696378830084,-7.42525382,-8.75437306,65.80066035,0.419762024252,4.11832505,-31.39198041,航天航空,-0.434278984,-115.78,-51.608390170155,0.1098773,671616059.0,-32.1249425646,910275283.55,576888733.0,97.9964657053,-291668739.47,-12.4,4822203303.62,12.3978489804,4142061102.94,-3.783387499166
238,000698,沈阳化工,5.69,-5.95041322314,-10.13824281,43.98542727,1.20313631,0.893658600751,0.67963736,6.58776558,石油行业,-0.296724269,-6.09,-175.334055101908,4.7293062,819514395.0,-5.1103629146000005,4745175289.51,785710473.0,54.7526338571,-243169810.19,-14.46,4687622339.4,2.9326464935,4494263905.559999,1.638148866927
239,000700,模塑科技,4.6,0.217864923747,9.62316387,-20.76511119,1.47962104,-0.006810971176,0.59237948,12.10451009,汽车零部件,0.457820617,16.24,289.402726621223,3.1089042,917106450.0,7.9235080389,5300860889.09,917106450.0,67.0952686942,419870240.9,7.6,4255373927.9999995,18.358294499,4255373927.9999995,1.273843840058
240,000701,厦门信达,5.72,-2.555366269165,1054.12649737,70.67476656,6.10210685,-2.293247344074,0.03244589,1.80443981,商业百货,0.013159954,-16.28,-85.15813309879,0.9373812,564578376.0,0.12820846019999999,74916186709.88,411244056.0,83.3270872034,7429825.36,331.69,3285846148.32,1.5951648259,2393440405.92,-4.206510119332
241,000702,正虹科技,5.5,-0.900900900901,-17.34593642,-6.53836636,5.5638677,0.018888913609,1.19242124,40.26554014,农牧饲渔,-0.304205774,-26.45,63.27424791086,0.988521,266634576.0,-12.891379084499999,837303591.2,266634576.0,79.9679415489,-81111777.69,-13.83,1495819971.3600001,-0.5404852144,1495819971.3600001,-0.902561710039
242,000703,恒逸石化,6.97,0.287769784173,15.16081757,7.49813765,0.94424393,1.259889020696,0.1647119,15.20606576,化纤行业,0.35930482,5.0,-56.664903736121,7.3815671,3666280716.0,1.7776896386999999,123316300006.92,3647109291.0,67.8962601081,1317312332.36,14.4,25297336940.4,3.8034286553,25165054107.9,3.872651593643
243,000705,浙江震元,7.92,0.380228136882,36.78852158,34.23577205,1.38581668,-2.692655638485,0.6533728,48.21076991,医药商业,0.154488617,2.74,-9.412651648269,5.7150416,334123286.0,1.7566947808,3072140100.78,281852001.0,36.6208096248,51618244.43,38.64,2659621356.56,18.2801272145,2243541927.96,2.38333392112
244,000707,双环科技,9.42,-2.180685358255,4.1775389,10.34558901,3.25288971,-0.002258505277,0.98615431,3.86779735,化学原料,1.618037147,77.84,491.271237007357,2.8958867,464145765.0,22.787111497199998,3295745005.96,464145765.0,51.7449436989,751005089.17,4.37,4376894563.95,29.794613865,4376894563.95,-1.101822402775
245,000708,中信特钢,17.11,-1.155401502022,11.41287035,10.85892405,2.52365619,0.346998604597,0.88229123,5.27952378,钢铁行业,1.098326574,16.67,-6.509841264335,6.7798459,5047146709.0,7.356008127499999,75510508489.02,5047146709.0,61.2815189694,5543415354.59,11.77,86962337796.07,15.2964804099,86962337796.07,3.637824112667
246,000709,河钢股份,2.26,-0.877192982456,15.76341709,8.69079277,0.4562197,0.292206433658,0.16939797,6.05671435,钢铁行业,0.11246862,2.22,-50.917931972037,4.9537536,10337121092.0,1.1831611236,110031976002.58,10335407172.0,74.5422375828,1162601739.96,15.07,23361893667.92,8.3998878399,23358020208.719997,1.493191741489
247,000710,贝瑞基因,11.47,0,-26.23107443,-36.70259899,1.63375273,-0.136307116953,2.98404608,25.1828423,医疗器械,-0.045668053,-0.65,-157.743589404464,7.0206463,354605865.0,-1.3080520112,1053341449.12,306520790.0,24.5614128803,-16194159.31,-188.04,4060237154.2499995,45.526607471,3509663045.5,2.568505533517
248,000711,京蓝科技,2.8,1.449275362319,-2.09776953,-2.24727712,5.8515802,-0.081138515849,9.12582058,66.74717184,环保行业,-0.424408828,-61.45,-26.45890668965,0.4785032,1023667816.0,-266.38674577349997,181468017.97,820400095.0,92.2327954036,-434453658.34,-4.98,2886743241.12,20.4480253133,2313528267.9,-4.550589761933
249,000712,锦龙股份,12.8,0.62893081761,-29.09423057,-87.2537344,3.77561813,0.075350651905,74.85301698,-8.70247257,证券,-0.255244164,-7.21,-771.571233969141,3.3901734,896000000.0,-137.4222493008,198309986.75,895240775.0,76.5400688713,-228698770.51,-37.52,11441920000.0,0.0,11432224696.75,1.050448975156
250,000713,丰乐种业,8.98,-0.111234705228,28.30576902,30.13152993,2.94776417,0.015273155106,2.05432481,15.24499955,农牧饲渔,0.007581377,0.24,165.122304864913,3.0463767,614014980.0,0.204554994,1926946188.25,614014980.0,35.8360720485,4655079.33,890.34,5526134820.0,10.58672449,5526134820.0,1.153466945008
251,000715,中兴商业,8.11,10.040705563094,34.23633746,24.80765444,2.00096427,1.031033791751,4.50423954,44.07186744,商业百货,0.115491732,2.87,-43.8062460165,4.0530459,415718940.0,8.8997035985,540846384.91,415059494.0,32.1325184298,48012100.51,57.93,3708212944.8,54.3799216961,3702330686.48,2.168192603373
